book,chapter,verse,text
acts-of-the-apostles,16,16,εγενετο δε πορευομενων ημων εις προσευχην παιδισκην τινα εχουσαν πνευμα πυθωνος απαντησαι ημιν ητις εργασιαν πολλην παρειχεν τοις κυριοις αυτης μαντευομενη
acts-of-the-apostles,16,17,αυτη κατακολουθησασα τω παυλω και ημιν εκραζεν λεγουσα ουτοι οι ανθρωποι δουλοι του θεου του υψιστου εισιν οιτινες καταγγελλουσιν ημιν οδον σωτηριας
acts-of-the-apostles,16,18,τουτο δε εποιει επι πολλας ημερας διαπονηθεις δε ο παυλος και επιστρεψας τω πνευματι ειπεν παραγγελλω σοι εν τω ονοματι ιησου χριστου εξελθειν απ αυτης και εξηλθεν αυτη τη ωρα
acts-of-the-apostles,16,19,ιδοντες δε οι κυριοι αυτης οτι εξηλθεν η ελπις της εργασιας αυτων επιλαβομενοι τον παυλον και τον σιλαν ειλκυσαν εις την αγοραν επι τους αρχοντας
acts-of-the-apostles,16,20,και προσαγαγοντες αυτους τοις στρατηγοις ειπον ουτοι οι ανθρωποι εκταρασσουσιν ημων την πολιν ιουδαιοι υπαρχοντες
acts-of-the-apostles,16,21,και καταγγελλουσιν εθη α ουκ εξεστιν ημιν παραδεχεσθαι ουδε ποιειν ρωμαιοις ουσιν
acts-of-the-apostles,16,22,και συνεπεστη ο οχλος κατ αυτων και οι στρατηγοι περιρρηξαντες αυτων τα ιματια εκελευον ραβδιζειν
acts-of-the-apostles,16,23,πολλας τε επιθεντες αυτοις πληγας εβαλον εις φυλακην παραγγειλαντες τω δεσμοφυλακι ασφαλως τηρειν αυτους
acts-of-the-apostles,16,24,ος παραγγελιαν τοιαυτην ειληφως εβαλεν αυτους εις την εσωτεραν φυλακην και τους ποδας αυτων ησφαλισατο εις το ξυλον
acts-of-the-apostles,16,25,κατα δε το μεσονυκτιον παυλος και σιλας προσευχομενοι υμνουν τον θεον επηκροωντο δε αυτων οι δεσμιοι
acts-of-the-apostles,16,26,αφνω δε σεισμος εγενετο μεγας ωστε σαλευθηναι τα θεμελια του δεσμωτηριου ανεωχθησαν τε παραχρημα αι θυραι πασαι και παντων τα δεσμα ανεθη
acts-of-the-apostles,16,27,εξυπνος δε γενομενος ο δεσμοφυλαξ και ιδων ανεωγμενας τας θυρας της φυλακης σπασαμενος μαχαιραν εμελλεν εαυτον αναιρειν νομιζων εκπεφευγεναι τους δεσμιους
acts-of-the-apostles,16,28,εφωνησεν δε φωνη μεγαλη ο παυλος λεγων μηδεν πραξης σεαυτω κακον απαντες γαρ εσμεν ενθαδε
acts-of-the-apostles,16,29,αιτησας δε φωτα εισεπηδησεν και εντρομος γενομενος προσεπεσεν τω παυλω και τω σιλα
acts-of-the-apostles,16,30,και προαγαγων αυτους εξω εφη κυριοι τι με δει ποιειν ινα σωθω
acts-of-the-apostles,16,31,οι δε ειπον πιστευσον επι τον κυριον ιησουν χριστον και σωθηση συ και ο οικος σου
acts-of-the-apostles,16,32,και ελαλησαν αυτω τον λογον του κυριου και πασιν τοις εν τη οικια αυτου
acts-of-the-apostles,16,33,και παραλαβων αυτους εν εκεινη τη ωρα της νυκτος ελουσεν απο των πληγων και εβαπτισθη αυτος και οι αυτου παντες παραχρημα
acts-of-the-apostles,16,34,αναγαγων τε αυτους εις τον οικον αυτου παρεθηκεν τραπεζαν και ηγαλλιασατο πανοικι πεπιστευκως τω θεω
acts-of-the-apostles,16,35,ημερας δε γενομενης απεστειλαν οι στρατηγοι τους ραβδουχους λεγοντες απολυσον τους ανθρωπους εκεινους
acts-of-the-apostles,16,36,απηγγειλεν δε ο δεσμοφυλαξ τους λογους τουτους προς τον παυλον οτι απεσταλκασιν οι στρατηγοι ινα απολυθητε νυν ουν εξελθοντες πορευεσθε εν ειρηνη
acts-of-the-apostles,16,37,ο δε παυλος εφη προς αυτους δειραντες ημας δημοσια ακατακριτους ανθρωπους ρωμαιους υπαρχοντας εβαλον εις φυλακην και νυν λαθρα ημας εκβαλλουσιν ου γαρ αλλα ελθοντες αυτοι ημας εξαγαγετωσαν
acts-of-the-apostles,16,38,ανηγγειλαν δε τοις στρατηγοις οι ραβδουχοι τα ρηματα ταυτα και εφοβηθησαν ακουσαντες οτι ρωμαιοι εισιν
acts-of-the-apostles,16,39,και ελθοντες παρεκαλεσαν αυτους και εξαγαγοντες ηρωτων εξελθειν της πολεως
acts-of-the-apostles,16,40,εξελθοντες δε εκ της φυλακης εισηλθον εις την λυδιαν και ιδοντες τους αδελφους παρεκαλεσαν αυτους και εξηλθον
acts-of-the-apostles,17,1,διοδευσαντες δε την αμφιπολιν και απολλωνιαν ηλθον εις θεσσαλονικην οπου ην η συναγωγη των ιουδαιων
acts-of-the-apostles,17,2,κατα δε το ειωθος τω παυλω εισηλθεν προς αυτους και επι σαββατα τρια διελεγετο αυτοις απο των γραφων
acts-of-the-apostles,17,3,διανοιγων και παρατιθεμενος οτι τον χριστον εδει παθειν και αναστηναι εκ νεκρων και οτι ουτος εστιν ο χριστος ιησους ον εγω καταγγελλω υμιν
acts-of-the-apostles,17,4,και τινες εξ αυτων επεισθησαν και προσεκληρωθησαν τω παυλω και τω σιλα των τε σεβομενων ελληνων πολυ πληθος γυναικων τε των πρωτων ουκ ολιγαι
acts-of-the-apostles,17,5,ζηλωσαντες δε οι απειθουντες ιουδαιοι και προσλαβομενοι των αγοραιων τινας ανδρας πονηρους και οχλοποιησαντες εθορυβουν την πολιν επισταντες τε τη οικια ιασονος εζητουν αυτους αγαγειν εις τον δημον
acts-of-the-apostles,17,6,μη ευροντες δε αυτους εσυρον τον ιασονα και τινας αδελφους επι τους πολιταρχας βοωντες οτι οι την οικουμενην αναστατωσαντες ουτοι και ενθαδε παρεισιν
acts-of-the-apostles,17,7,ους υποδεδεκται ιασων και ουτοι παντες απεναντι των δογματων καισαρος πραττουσιν βασιλεα λεγοντες ετερον ειναι ιησουν
acts-of-the-apostles,17,8,εταραξαν δε τον οχλον και τους πολιταρχας ακουοντας ταυτα
acts-of-the-apostles,17,9,και λαβοντες το ικανον παρα του ιασονος και των λοιπων απελυσαν αυτους
acts-of-the-apostles,17,10,οι δε αδελφοι ευθεως δια της νυκτος εξεπεμψαν τον τε παυλον και τον σιλαν εις βεροιαν οιτινες παραγενομενοι εις την συναγωγην των ιουδαιων απηεσαν
acts-of-the-apostles,17,11,ουτοι δε ησαν ευγενεστεροι των εν θεσσαλονικη οιτινες εδεξαντο τον λογον μετα πασης προθυμιας το καθ ημεραν ανακρινοντες τας γραφας ει εχοι ταυτα ουτως
acts-of-the-apostles,17,12,πολλοι μεν ουν εξ αυτων επιστευσαν και των ελληνιδων γυναικων των ευσχημονων και ανδρων ουκ ολιγοι
acts-of-the-apostles,17,13,ως δε εγνωσαν οι απο της θεσσαλονικης ιουδαιοι οτι και εν τη βεροια κατηγγελη υπο του παυλου ο λογος του θεου ηλθον κακει σαλευοντες τους οχλους
acts-of-the-apostles,17,14,ευθεως δε τοτε τον παυλον εξαπεστειλαν οι αδελφοι πορευεσθαι ως επι την θαλασσαν υπεμενον δε ο τε σιλας και ο τιμοθεος εκει
acts-of-the-apostles,17,15,οι δε καθιστωντες τον παυλον ηγαγον αυτον εως αθηνων και λαβοντες εντολην προς τον σιλαν και τιμοθεον ινα ως ταχιστα ελθωσιν προς αυτον εξηεσαν
acts-of-the-apostles,17,16,εν δε ταις αθηναις εκδεχομενου αυτους του παυλου παρωξυνετο το πνευμα αυτου εν αυτω θεωρουντι κατειδωλον ουσαν την πολιν
acts-of-the-apostles,17,17,διελεγετο μεν ουν εν τη συναγωγη τοις ιουδαιοις και τοις σεβομενοις και εν τη αγορα κατα πασαν ημεραν προς τους παρατυγχανοντας
acts-of-the-apostles,17,18,τινες δε των επικουρειων και των στωικων φιλοσοφων συνεβαλλον αυτω και τινες ελεγον τι αν θελοι ο σπερμολογος ουτος λεγειν οι δε ξενων δαιμονιων δοκει καταγγελευς ειναι οτι τον ιησουν και την αναστασιν αυτοις ευηγγελιζετο
acts-of-the-apostles,17,19,επιλαβομενοι τε αυτου επι τον αρειον παγον ηγαγον λεγοντες δυναμεθα γνωναι τις η καινη αυτη η υπο σου λαλουμενη διδαχη
acts-of-the-apostles,17,20,ξενιζοντα γαρ τινα εισφερεις εις τας ακοας ημων βουλομεθα ουν γνωναι τι αν θελοι ταυτα ειναι
acts-of-the-apostles,17,21,αθηναιοι δε παντες και οι επιδημουντες ξενοι εις ουδεν ετερον ευκαιρουν η λεγειν τι και ακουειν καινοτερον
acts-of-the-apostles,17,22,σταθεις δε ο παυλος εν μεσω του αρειου παγου εφη ανδρες αθηναιοι κατα παντα ως δεισιδαιμονεστερους υμας θεωρω
acts-of-the-apostles,17,23,διερχομενος γαρ και αναθεωρων τα σεβασματα υμων ευρον και βωμον εν ω επεγεγραπτο αγνωστω θεω ον ουν αγνοουντες ευσεβειτε τουτον εγω καταγγελλω υμιν
acts-of-the-apostles,17,24,ο θεος ο ποιησας τον κοσμον και παντα τα εν αυτω ουτος ουρανου και γης κυριος υπαρχων ουκ εν χειροποιητοις ναοις κατοικει
acts-of-the-apostles,17,25,ουδε υπο χειρων ανθρωπων θεραπευεται προσδεομενος τινος αυτος διδους πασιν ζωην και πνοην κατα παντα
acts-of-the-apostles,17,26,εποιησεν τε εξ ενος αιματος παν εθνος ανθρωπων κατοικειν επι παν το προσωπον της γης ορισας προτεταγμενους καιρους και τας οροθεσιας της κατοικιας αυτων
acts-of-the-apostles,17,27,ζητειν τον κυριον ει αρα γε ψηλαφησειαν αυτον και ευροιεν καιτοιγε ου μακραν απο ενος εκαστου ημων υπαρχοντα
acts-of-the-apostles,17,28,εν αυτω γαρ ζωμεν και κινουμεθα και εσμεν ως και τινες των καθ υμας ποιητων ειρηκασιν του γαρ και γενος εσμεν
acts-of-the-apostles,17,29,γενος ουν υπαρχοντες του θεου ουκ οφειλομεν νομιζειν χρυσω η αργυρω η λιθω χαραγματι τεχνης και ενθυμησεως ανθρωπου το θειον ειναι ομοιον
acts-of-the-apostles,17,30,τους μεν ουν χρονους της αγνοιας υπεριδων ο θεος τα νυν παραγγελλει τοις ανθρωποις πασιν πανταχου μετανοειν
acts-of-the-apostles,17,31,διοτι εστησεν ημεραν εν η μελλει κρινειν την οικουμενην εν δικαιοσυνη εν ανδρι ω ωρισεν πιστιν παρασχων πασιν αναστησας αυτον εκ νεκρων
acts-of-the-apostles,17,32,ακουσαντες δε αναστασιν νεκρων οι μεν εχλευαζον οι δε ειπον ακουσομεθα σου παλιν περι τουτου
acts-of-the-apostles,17,33,και ουτως ο παυλος εξηλθεν εκ μεσου αυτων
acts-of-the-apostles,17,34,τινες δε ανδρες κολληθεντες αυτω επιστευσαν εν οις και διονυσιος ο αρεοπαγιτης και γυνη ονοματι δαμαρις και ετεροι συν αυτοις
acts-of-the-apostles,18,1,μετα δε ταυτα χωρισθεις ο παυλος εκ των αθηνων ηλθεν εις κορινθον
acts-of-the-apostles,18,2,και ευρων τινα ιουδαιον ονοματι ακυλαν ποντικον τω γενει προσφατως εληλυθοτα απο της ιταλιας και πρισκιλλαν γυναικα αυτου δια το διατεταχεναι κλαυδιον χωριζεσθαι παντας τους ιουδαιους εκ της ρωμης προσηλθεν αυτοις
acts-of-the-apostles,18,3,και δια το ομοτεχνον ειναι εμενεν παρ αυτοις και ειργαζετο ησαν γαρ σκηνοποιοι την τεχνην
acts-of-the-apostles,18,4,διελεγετο δε εν τη συναγωγη κατα παν σαββατον επειθεν τε ιουδαιους και ελληνας
acts-of-the-apostles,18,5,ως δε κατηλθον απο της μακεδονιας ο τε σιλας και ο τιμοθεος συνειχετο τω πνευματι ο παυλος διαμαρτυρομενος τοις ιουδαιοις τον χριστον ιησουν
acts-of-the-apostles,18,6,αντιτασσομενων δε αυτων και βλασφημουντων εκτιναξαμενος τα ιματια ειπεν προς αυτους το αιμα υμων επι την κεφαλην υμων καθαρος εγω απο του νυν εις τα εθνη πορευσομαι
acts-of-the-apostles,18,7,και μεταβας εκειθεν ηλθεν εις οικιαν τινος ονοματι ιουστου σεβομενου τον θεον ου η οικια ην συνομορουσα τη συναγωγη
acts-of-the-apostles,18,8,κρισπος δε ο αρχισυναγωγος επιστευσεν τω κυριω συν ολω τω οικω αυτου και πολλοι των κορινθιων ακουοντες επιστευον και εβαπτιζοντο
acts-of-the-apostles,18,9,ειπεν δε ο κυριος δι οραματος εν νυκτι τω παυλω μη φοβου αλλα λαλει και μη σιωπησης
acts-of-the-apostles,18,10,διοτι εγω ειμι μετα σου και ουδεις επιθησεται σοι του κακωσαι σε διοτι λαος εστιν μοι πολυς εν τη πολει ταυτη
acts-of-the-apostles,18,11,εκαθισεν τε ενιαυτον και μηνας εξ διδασκων εν αυτοις τον λογον του θεου
acts-of-the-apostles,18,12,γαλλιωνος δε ανθυπατευοντος της αχαιας κατεπεστησαν ομοθυμαδον οι ιουδαιοι τω παυλω και ηγαγον αυτον επι το βημα
acts-of-the-apostles,18,13,λεγοντες οτι παρα τον νομον ουτος αναπειθει τους ανθρωπους σεβεσθαι τον θεον
acts-of-the-apostles,18,14,μελλοντος δε του παυλου ανοιγειν το στομα ειπεν ο γαλλιων προς τους ιουδαιους ει μεν ουν ην αδικημα τι η ραδιουργημα πονηρον ω ιουδαιοι κατα λογον αν ηνεσχομην υμων
acts-of-the-apostles,18,15,ει δε ζητημα εστιν περι λογου και ονοματων και νομου του καθ υμας οψεσθε αυτοι κριτης γαρ εγω τουτων ου βουλομαι ειναι
acts-of-the-apostles,18,16,και απηλασεν αυτους απο του βηματος
acts-of-the-apostles,18,17,επιλαβομενοι δε παντες οι ελληνες σωσθενην τον αρχισυναγωγον ετυπτον εμπροσθεν του βηματος και ουδεν τουτων τω γαλλιωνι εμελεν
acts-of-the-apostles,18,18,ο δε παυλος ετι προσμεινας ημερας ικανας τοις αδελφοις αποταξαμενος εξεπλει εις την συριαν και συν αυτω πρισκιλλα και ακυλας κειραμενος την κεφαλην εν κεγχρεαις ειχεν γαρ ευχην
acts-of-the-apostles,18,19,κατηντησεν δε εις εφεσον κακεινους κατελιπεν αυτου αυτος δε εισελθων εις την συναγωγην διελεχθη τοις ιουδαιοις
acts-of-the-apostles,18,20,ερωτωντων δε αυτων επι πλειονα χρονον μειναι παρ αυτοις ουκ επενευσεν
acts-of-the-apostles,18,21,αλλ απεταξατο αυτοις ειπων δει με παντως την εορτην την ερχομενην ποιησαι εις ιεροσολυμα παλιν δε ανακαμψω προς υμας του θεου θελοντος και ανηχθη απο της εφεσου
acts-of-the-apostles,18,22,και κατελθων εις καισαρειαν αναβας και ασπασαμενος την εκκλησιαν κατεβη εις αντιοχειαν
acts-of-the-apostles,18,23,και ποιησας χρονον τινα εξηλθεν διερχομενος καθεξης την γαλατικην χωραν και φρυγιαν επιστηριζων παντας τους μαθητας
acts-of-the-apostles,18,24,ιουδαιος δε τις απολλως ονοματι αλεξανδρευς τω γενει ανηρ λογιος κατηντησεν εις εφεσον δυνατος ων εν ταις γραφαις
acts-of-the-apostles,18,25,ουτος ην κατηχημενος την οδον του κυριου και ζεων τω πνευματι ελαλει και εδιδασκεν ακριβως τα περι του κυριου επισταμενος μονον το βαπτισμα ιωαννου
acts-of-the-apostles,18,26,ουτος τε ηρξατο παρρησιαζεσθαι εν τη συναγωγη ακουσαντες δε αυτου ακυλας και πρισκιλλα προσελαβοντο αυτον και ακριβεστερον αυτω εξεθεντο την του θεου οδον
acts-of-the-apostles,18,27,βουλομενου δε αυτου διελθειν εις την αχαιαν προτρεψαμενοι οι αδελφοι εγραψαν τοις μαθηταις αποδεξασθαι αυτον ος παραγενομενος συνεβαλετο πολυ τοις πεπιστευκοσιν δια της χαριτος
acts-of-the-apostles,18,28,ευτονως γαρ τοις ιουδαιοις διακατηλεγχετο δημοσια επιδεικνυς δια των γραφων ειναι τον χριστον ιησουν
acts-of-the-apostles,19,1,εγενετο δε εν τω τον απολλω ειναι εν κορινθω παυλον διελθοντα τα ανωτερικα μερη ελθειν εις εφεσον και ευρων τινας μαθητας
acts-of-the-apostles,19,2,ειπεν προς αυτους ει πνευμα αγιον ελαβετε πιστευσαντες οι δε ειπον προς αυτον αλλ ουδε ει πνευμα αγιον εστιν ηκουσαμεν
acts-of-the-apostles,19,3,ειπεν τε προς αυτους εις τι ουν εβαπτισθητε οι δε ειπον εις το ιωαννου βαπτισμα
acts-of-the-apostles,19,4,ειπεν δε παυλος ιωαννης μεν εβαπτισεν βαπτισμα μετανοιας τω λαω λεγων εις τον ερχομενον μετ αυτον ινα πιστευσωσιν τουτ εστιν εις τον χριστον ιησουν
acts-of-the-apostles,19,5,ακουσαντες δε εβαπτισθησαν εις το ονομα του κυριου ιησου
acts-of-the-apostles,19,6,και επιθεντος αυτοις του παυλου τας χειρας ηλθεν το πνευμα το αγιον επ αυτους ελαλουν τε γλωσσαις και προεφητευον
acts-of-the-apostles,19,7,ησαν δε οι παντες ανδρες ωσει δεκαδυο
acts-of-the-apostles,19,8,εισελθων δε εις την συναγωγην επαρρησιαζετο επι μηνας τρεις διαλεγομενος και πειθων τα περι της βασιλειας του θεου
acts-of-the-apostles,19,9,ως δε τινες εσκληρυνοντο και ηπειθουν κακολογουντες την οδον ενωπιον του πληθους αποστας απ αυτων αφωρισεν τους μαθητας καθ ημεραν διαλεγομενος εν τη σχολη τυραννου τινος
acts-of-the-apostles,19,10,τουτο δε εγενετο επι ετη δυο ωστε παντας τους κατοικουντας την ασιαν ακουσαι τον λογον του κυριου ιησου ιουδαιους τε και ελληνας
acts-of-the-apostles,19,11,δυναμεις τε ου τας τυχουσας εποιει ο θεος δια των χειρων παυλου
acts-of-the-apostles,19,12,ωστε και επι τους ασθενουντας επιφερεσθαι απο του χρωτος αυτου σουδαρια η σιμικινθια και απαλλασσεσθαι απ αυτων τας νοσους τα τε πνευματα τα πονηρα εξερχεσθαι απ αυτων
acts-of-the-apostles,19,13,επεχειρησαν δε τινες απο των περιερχομενων ιουδαιων εξορκιστων ονομαζειν επι τους εχοντας τα πνευματα τα πονηρα το ονομα του κυριου ιησου λεγοντες ορκιζομεν υμας τον ιησουν ον ο παυλος κηρυσσει
acts-of-the-apostles,19,14,ησαν δε τινες υιοι σκευα ιουδαιου αρχιερεως επτα οι τουτο ποιουντες
acts-of-the-apostles,19,15,αποκριθεν δε το πνευμα το πονηρον ειπεν τον ιησουν γινωσκω και τον παυλον επισταμαι υμεις δε τινες εστε
acts-of-the-apostles,19,16,και εφαλλομενος επ αυτους ο ανθρωπος εν ω ην το πνευμα το πονηρον και κατακυριευσας αυτων ισχυσεν κατ αυτων ωστε γυμνους και τετραυματισμενους εκφυγειν εκ του οικου εκεινου
acts-of-the-apostles,19,17,τουτο δε εγενετο γνωστον πασιν ιουδαιοις τε και ελλησιν τοις κατοικουσιν την εφεσον και επεπεσεν φοβος επι παντας αυτους και εμεγαλυνετο το ονομα του κυριου ιησου
acts-of-the-apostles,19,18,πολλοι τε των πεπιστευκοτων ηρχοντο εξομολογουμενοι και αναγγελλοντες τας πραξεις αυτων
acts-of-the-apostles,19,19,ικανοι δε των τα περιεργα πραξαντων συνενεγκαντες τας βιβλους κατεκαιον ενωπιον παντων και συνεψηφισαν τας τιμας αυτων και ευρον αργυριου μυριαδας πεντε
acts-of-the-apostles,19,20,ουτως κατα κρατος ο λογος του κυριου ηυξανεν και ισχυεν
acts-of-the-apostles,19,21,ως δε επληρωθη ταυτα εθετο ο παυλος εν τω πνευματι διελθων την μακεδονιαν και αχαιαν πορευεσθαι εις ιερουσαλημ ειπων οτι μετα το γενεσθαι με εκει δει με και ρωμην ιδειν
acts-of-the-apostles,19,22,αποστειλας δε εις την μακεδονιαν δυο των διακονουντων αυτω τιμοθεον και εραστον αυτος επεσχεν χρονον εις την ασιαν
acts-of-the-apostles,19,23,εγενετο δε κατα τον καιρον εκεινον ταραχος ουκ ολιγος περι της οδου
acts-of-the-apostles,19,24,δημητριος γαρ τις ονοματι αργυροκοπος ποιων ναους αργυρους αρτεμιδος παρειχετο τοις τεχνιταις εργασιαν ουκ ολιγην
acts-of-the-apostles,19,25,ους συναθροισας και τους περι τα τοιαυτα εργατας ειπεν ανδρες επιστασθε οτι εκ ταυτης της εργασιας η ευπορια ημων εστιν
acts-of-the-apostles,19,26,και θεωρειτε και ακουετε οτι ου μονον εφεσου αλλα σχεδον πασης της ασιας ο παυλος ουτος πεισας μετεστησεν ικανον οχλον λεγων οτι ουκ εισιν θεοι οι δια χειρων γινομενοι
acts-of-the-apostles,19,27,ου μονον δε τουτο κινδυνευει ημιν το μερος εις απελεγμον ελθειν αλλα και το της μεγαλης θεας αρτεμιδος ιερον εις ουδεν λογισθηναι μελλειν δε και καθαιρεισθαι την μεγαλειοτητα αυτης ην ολη η ασια και η οικουμενη σεβεται
acts-of-the-apostles,19,28,ακουσαντες δε και γενομενοι πληρεις θυμου εκραζον λεγοντες μεγαλη η αρτεμις εφεσιων
acts-of-the-apostles,19,29,και επλησθη η πολις ολη συγχυσεως ωρμησαν τε ομοθυμαδον εις το θεατρον συναρπασαντες γαιον και αρισταρχον μακεδονας συνεκδημους του παυλου
acts-of-the-apostles,19,30,του δε παυλου βουλομενου εισελθειν εις τον δημον ουκ ειων αυτον οι μαθηται
acts-of-the-apostles,19,31,τινες δε και των ασιαρχων οντες αυτω φιλοι πεμψαντες προς αυτον παρεκαλουν μη δουναι εαυτον εις το θεατρον
acts-of-the-apostles,19,32,αλλοι μεν ουν αλλο τι εκραζον ην γαρ η εκκλησια συγκεχυμενη και οι πλειους ουκ ηδεισαν τινος ενεκεν συνεληλυθεισαν
acts-of-the-apostles,19,33,εκ δε του οχλου προεβιβασαν αλεξανδρον προβαλοντων αυτον των ιουδαιων ο δε αλεξανδρος κατασεισας την χειρα ηθελεν απολογεισθαι τω δημω
acts-of-the-apostles,19,34,επιγνοντων δε οτι ιουδαιος εστιν φωνη εγενετο μια εκ παντων ως επι ωρας δυο κραζοντων μεγαλη η αρτεμις εφεσιων
acts-of-the-apostles,19,35,καταστειλας δε ο γραμματευς τον οχλον φησιν ανδρες εφεσιοι τις γαρ εστιν ανθρωπος ος ου γινωσκει την εφεσιων πολιν νεωκορον ουσαν της μεγαλης θεας αρτεμιδος και του διοπετους
acts-of-the-apostles,19,36,αναντιρρητων ουν οντων τουτων δεον εστιν υμας κατεσταλμενους υπαρχειν και μηδεν προπετες πραττειν
acts-of-the-apostles,19,37,ηγαγετε γαρ τους ανδρας τουτους ουτε ιεροσυλους ουτε βλασφημουντας την θεαν υμων
acts-of-the-apostles,19,38,ει μεν ουν δημητριος και οι συν αυτω τεχνιται προς τινα λογον εχουσιν αγοραιοι αγονται και ανθυπατοι εισιν εγκαλειτωσαν αλληλοις
acts-of-the-apostles,19,39,ει δε τι περι ετερων επιζητειτε εν τη εννομω εκκλησια επιλυθησεται
acts-of-the-apostles,19,40,και γαρ κινδυνευομεν εγκαλεισθαι στασεως περι της σημερον μηδενος αιτιου υπαρχοντος περι ου δυνησομεθα αποδουναι λογον της συστροφης ταυτης
acts-of-the-apostles,19,41,και ταυτα ειπων απελυσεν την εκκλησιαν
acts-of-the-apostles,20,1,μετα δε το παυσασθαι τον θορυβον προσκαλεσαμενος ο παυλος τους μαθητας και ασπασαμενος εξηλθεν πορευθηναι εις την μακεδονιαν
acts-of-the-apostles,20,2,διελθων δε τα μερη εκεινα και παρακαλεσας αυτους λογω πολλω ηλθεν εις την ελλαδα
acts-of-the-apostles,20,3,ποιησας τε μηνας τρεις γενομενης αυτω επιβουλης υπο των ιουδαιων μελλοντι αναγεσθαι εις την συριαν εγενετο γνωμη του υποστρεφειν δια μακεδονιας
acts-of-the-apostles,20,4,συνειπετο δε αυτω αχρι της ασιας σωπατρος βεροιαιος θεσσαλονικεων δε αρισταρχος και σεκουνδος και γαιος δερβαιος και τιμοθεος ασιανοι δε τυχικος και τροφιμος
acts-of-the-apostles,20,5,ουτοι προελθοντες εμενον ημας εν τρωαδι
acts-of-the-apostles,20,6,ημεις δε εξεπλευσαμεν μετα τας ημερας των αζυμων απο φιλιππων και ηλθομεν προς αυτους εις την τρωαδα αχρις ημερων πεντε ου διετριψαμεν ημερας επτα
acts-of-the-apostles,20,7,εν δε τη μια των σαββατων συνηγμενων των μαθητων του κλασαι αρτον ο παυλος διελεγετο αυτοις μελλων εξιεναι τη επαυριον παρετεινεν τε τον λογον μεχρι μεσονυκτιου
acts-of-the-apostles,20,8,ησαν δε λαμπαδες ικαναι εν τω υπερωω ου ησαν συνηγμενοι
acts-of-the-apostles,20,9,καθημενος δε τις νεανιας ονοματι ευτυχος επι της θυριδος καταφερομενος υπνω βαθει διαλεγομενου του παυλου επι πλειον κατενεχθεις απο του υπνου επεσεν απο του τριστεγου κατω και ηρθη νεκρος
acts-of-the-apostles,20,10,καταβας δε ο παυλος επεπεσεν αυτω και συμπεριλαβων ειπεν μη θορυβεισθε η γαρ ψυχη αυτου εν αυτω εστιν
acts-of-the-apostles,20,11,αναβας δε και κλασας αρτον και γευσαμενος εφ ικανον τε ομιλησας αχρις αυγης ουτως εξηλθεν
acts-of-the-apostles,20,12,ηγαγον δε τον παιδα ζωντα και παρεκληθησαν ου μετριως
acts-of-the-apostles,20,13,ημεις δε προελθοντες επι το πλοιον ανηχθημεν εις την ασσον εκειθεν μελλοντες αναλαμβανειν τον παυλον ουτως γαρ ην διατεταγμενος μελλων αυτος πεζευειν
acts-of-the-apostles,20,14,ως δε συνεβαλεν ημιν εις την ασσον αναλαβοντες αυτον ηλθομεν εις μιτυληνην
acts-of-the-apostles,20,15,κακειθεν αποπλευσαντες τη επιουση κατηντησαμεν αντικρυ χιου τη δε ετερα παρεβαλομεν εις σαμον και μειναντες εν τρωγυλλιω τη εχομενη ηλθομεν εις μιλητον
acts-of-the-apostles,20,16,εκρινεν γαρ ο παυλος παραπλευσαι την εφεσον οπως μη γενηται αυτω χρονοτριβησαι εν τη ασια εσπευδεν γαρ ει δυνατον ην αυτω την ημεραν της πεντηκοστης γενεσθαι εις ιεροσολυμα
acts-of-the-apostles,20,17,απο δε της μιλητου πεμψας εις εφεσον μετεκαλεσατο τους πρεσβυτερους της εκκλησιας
acts-of-the-apostles,20,18,ως δε παρεγενοντο προς αυτον ειπεν αυτοις υμεις επιστασθε απο πρωτης ημερας αφ ης επεβην εις την ασιαν πως μεθ υμων τον παντα χρονον εγενομην
acts-of-the-apostles,20,19,δουλευων τω κυριω μετα πασης ταπεινοφροσυνης και πολλων δακρυων και πειρασμων των συμβαντων μοι εν ταις επιβουλαις των ιουδαιων
acts-of-the-apostles,20,20,ως ουδεν υπεστειλαμην των συμφεροντων του μη αναγγειλαι υμιν και διδαξαι υμας δημοσια και κατ οικους
acts-of-the-apostles,20,21,διαμαρτυρομενος ιουδαιοις τε και ελλησιν την εις τον θεον μετανοιαν και πιστιν την εις τον κυριον ημων ιησουν χριστον
acts-of-the-apostles,20,22,και νυν ιδου εγω δεδεμενος τω πνευματι πορευομαι εις ιερουσαλημ τα εν αυτη συναντησοντα μοι μη ειδως
acts-of-the-apostles,20,23,πλην οτι το πνευμα το αγιον κατα πολιν διαμαρτυρεται λεγον οτι δεσμα με και θλιψεις μενουσιν
acts-of-the-apostles,20,24,αλλ ουδενος λογον ποιουμαι ουδε εχω την ψυχην μου τιμιαν εμαυτω ως τελειωσαι τον δρομον μου μετα χαρας και την διακονιαν ην ελαβον παρα του κυριου ιησου διαμαρτυρασθαι το ευαγγελιον της χαριτος του θεου
acts-of-the-apostles,20,25,και νυν ιδου εγω οιδα οτι ουκετι οψεσθε το προσωπον μου υμεις παντες εν οις διηλθον κηρυσσων την βασιλειαν του θεου
acts-of-the-apostles,20,26,διο μαρτυρομαι υμιν εν τη σημερον ημερα οτι καθαρος εγω απο του αιματος παντων
